"Project_name","SiteID","sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date"
"Chlorophyll pull 2020-02-18","10-HALF-0.3","10-HALF-0.3-10032019-W","Zinc",2019-10-03 10:00:00,"7440-66-6","T",11.1,"ug/l",2.5,"ug/l",5,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-07-01 12:00:00,"ALK","T",118,"mg/l",1.8,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","Aluminum",2019-07-01 12:00:00,"7429-90-5","T",268,"ug/l",2.3,"ug/l",10,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","Arsenic",2019-07-01 12:00:00,"7440-38-2","T",0.56,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","Cadmium",2019-07-01 12:00:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","Calcium",2019-07-01 12:00:00,"7440-70-2","T",40700,"ug/l",110,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","CHLORIDE (AS CL)",2019-07-01 12:00:00,"16887-00-6","T",53.4,"mg/l",0.5,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","Chlorophyll A",2019-07-01 12:00:00,"479-61-8","T",1.16,"ug/l",NA,"ug/l",0.061,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","Copper",2019-07-01 12:00:00,"7440-50-8","T",0.96,"ug/l",0.66,"ug/l",1,"J","J","estimated value due to lab error",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","HARDNESS (AS CACO3)",2019-07-01 12:00:00,"HARD","T",146,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","Iron",2019-07-01 12:00:00,"7439-89-6","T",567,"ug/l",13,"ug/l",100,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","Lead",2019-07-01 12:00:00,"7439-92-1","T",NA,"ug/l",0.57,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","Magnesium",2019-07-01 12:00:00,"7439-95-4","T",10900,"ug/l",68,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","Nickel",2019-07-01 12:00:00,"7440-02-0","T",1.2,"ug/l",0.26,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","Nitrate+Nitrite as Nitrogen",2019-07-01 12:00:00,"NO3NO2N","T",0.439,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","Nitrogen",2019-07-01 12:00:00,"KN","T",0.44,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","Nitrogen, ammonia (As N)",2019-07-01 12:00:00,"7664-41-7","T",0.0067,"mg/l",0.0036,"mg/l",0.005,"","R","Precision error",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","NITROGEN, KJELDAHL, TOTAL",2019-07-01 12:00:00,"KN","T",0.36,"mg/l",0.1,"mg/l",0.1,"","R","Equipment Blank error",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","NITROGEN, NITRATE (AS N)",2019-07-01 12:00:00,"14797-55-8","T",0.439,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","NITROGEN, NITRITE",2019-07-01 12:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","R","Analyte was analyzed for but not detected ; Holding Time error",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","PHOSPHORUS, TOTAL (AS P)",2019-07-01 12:00:00,"7723-14-0","T",0.0294,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","Silver",2019-07-01 12:00:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","TURBIDITY",2019-07-01 12:00:00,"TURB","T",13,"ntu",0.06,"ntu",0.1,"","J","estimated value due to Equipment Blank error",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-07012019-W","Zinc",2019-07-01 12:00:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"UN","R","lab error",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-08-05 10:45:00,"ALK","T",144,"mg/l",1.8,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","Aluminum",2019-08-05 10:45:00,"7429-90-5","T",209,"ug/l",2.3,"ug/l",10,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","Arsenic",2019-08-05 10:45:00,"7440-38-2","T",0.46,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","Cadmium",2019-08-05 10:45:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","Calcium",2019-08-05 10:45:00,"7440-70-2","T",50000,"ug/l",110,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","CHLORIDE (AS CL)",2019-08-05 10:45:00,"16887-00-6","T",72.5,"mg/l",0.5,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","Chlorophyll A",2019-08-05 10:45:00,"479-61-8","T",2.22,"ug/l",NA,"ug/l",0.087,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","Copper",2019-08-05 10:45:00,"7440-50-8","T",0.73,"ug/l",0.66,"ug/l",1,"J","J","estimated value due to lab error",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","HARDNESS (AS CACO3)",2019-08-05 10:45:00,"HARD","T",184,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","Iron",2019-08-05 10:45:00,"7439-89-6","T",404,"ug/l",13,"ug/l",100,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","Lead",2019-08-05 10:45:00,"7439-92-1","T",NA,"ug/l",0.57,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","Magnesium",2019-08-05 10:45:00,"7439-95-4","T",14300,"ug/l",68,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","Nickel",2019-08-05 10:45:00,"7440-02-0","T",1.1,"ug/l",0.26,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","Nitrate+Nitrite as Nitrogen",2019-08-05 10:45:00,"NO3NO2N","T",0.507,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","Nitrogen",2019-08-05 10:45:00,"KN","T",0.51,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","Nitrogen, ammonia (As N)",2019-08-05 10:45:00,"7664-41-7","T",0.028,"mg/l",0.003,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","NITROGEN, KJELDAHL, TOTAL",2019-08-05 10:45:00,"KN","T",0.36,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","NITROGEN, NITRATE (AS N)",2019-08-05 10:45:00,"14797-55-8","T",0.507,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","NITROGEN, NITRITE",2019-08-05 10:45:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","PHOSPHORUS, TOTAL (AS P)",2019-08-05 10:45:00,"7723-14-0","T",0.0236,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","Silver",2019-08-05 10:45:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","TURBIDITY",2019-08-05 10:45:00,"TURB","T",10.9,"ntu",0.06,"ntu",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-08052019-W","Zinc",2019-08-05 10:45:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-09-05 10:20:00,"ALK","T",200,"mg/l",1.8,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","Aluminum",2019-09-05 10:20:00,"7429-90-5","T",181,"ug/l",2.3,"ug/l",10,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","Arsenic",2019-09-05 10:20:00,"7440-38-2","T",1,"ug/l",0.32,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","Cadmium",2019-09-05 10:20:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","Calcium",2019-09-05 10:20:00,"7440-70-2","T",75600,"ug/l",110,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","CHLORIDE (AS CL)",2019-09-05 10:20:00,"16887-00-6","T",146,"mg/l",5,"mg/l",20,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","Chlorophyll A",2019-09-05 10:20:00,"479-61-8","T",1.87,"ug/l",NA,"ug/l",0.16,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","Copper",2019-09-05 10:20:00,"7440-50-8","T",2.8,"ug/l",0.66,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","HARDNESS (AS CACO3)",2019-09-05 10:20:00,"HARD","T",296,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","Iron",2019-09-05 10:20:00,"7439-89-6","T",321,"ug/l",13,"ug/l",100,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","Lead",2019-09-05 10:20:00,"7439-92-1","T",NA,"ug/l",0.57,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","Magnesium",2019-09-05 10:20:00,"7439-95-4","T",25900,"ug/l",68,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","Nickel",2019-09-05 10:20:00,"7440-02-0","T",2,"ug/l",0.26,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","Nitrate+Nitrite as Nitrogen",2019-09-05 10:20:00,"NO3NO2N","T",0.0903,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","Nitrogen",2019-09-05 10:20:00,"7727-37-9","T",NA,"mg/l",NA,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","Nitrogen, ammonia (As N)",2019-09-05 10:20:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","NITROGEN, KJELDAHL, TOTAL",2019-09-05 10:20:00,"KN","T",0.52,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","NITROGEN, NITRATE (AS N)",2019-09-05 10:20:00,"14797-55-8","T",0.09,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","NITROGEN, NITRITE",2019-09-05 10:20:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","PHOSPHORUS, TOTAL (AS P)",2019-09-05 10:20:00,"7723-14-0","T",0.098,"mg/l",0.008,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","Silver",2019-09-05 10:20:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","TURBIDITY",2019-09-05 10:20:00,"TURB","T",11.9,"ntu",0.06,"ntu",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-09052019-W","Zinc",2019-09-05 10:20:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-10-03 10:30:00,"ALK","T",222,"mg/l",1.8,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","Aluminum",2019-10-03 10:30:00,"7429-90-5","T",115,"ug/l",2.3,"ug/l",10,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","Arsenic",2019-10-03 10:30:00,"7440-38-2","T",1.4,"ug/l",0.32,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","Cadmium",2019-10-03 10:30:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","Calcium",2019-10-03 10:30:00,"7440-70-2","T",72100,"ug/l",110,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","CHLORIDE (AS CL)",2019-10-03 10:30:00,"16887-00-6","T",123,"mg/l",1.3,"mg/l",6,"","R","Accuracy error",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","Chlorophyll A",2019-10-03 10:30:00,"479-61-8","T",1.71,"ug/l",NA,"ug/l",0.039,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","Copper",2019-10-03 10:30:00,"7440-50-8","T",1.6,"ug/l",0.66,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","HARDNESS (AS CACO3)",2019-10-03 10:30:00,"HARD","T",292,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","Iron",2019-10-03 10:30:00,"7439-89-6","T",357,"ug/l",13,"ug/l",100,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","Lead",2019-10-03 10:30:00,"7439-92-1","T",NA,"ug/l",0.57,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","Magnesium",2019-10-03 10:30:00,"7439-95-4","T",27100,"ug/l",68,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","Nickel",2019-10-03 10:30:00,"7440-02-0","T",1.9,"ug/l",0.26,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","Nitrate+Nitrite as Nitrogen",2019-10-03 10:30:00,"NO3NO2N","T",0.0249,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","Nitrogen",2019-10-03 10:30:00,"7727-37-9","T",NA,"mg/l",NA,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","Nitrogen, ammonia (As N)",2019-10-03 10:30:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","R","Analyte was analyzed for but not detected ; Precision error",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","NITROGEN, KJELDAHL, TOTAL",2019-10-03 10:30:00,"KN","T",0.52,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","NITROGEN, NITRATE (AS N)",2019-10-03 10:30:00,"14797-55-8","T",0.025,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","NITROGEN, NITRITE",2019-10-03 10:30:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","PHOSPHORUS, TOTAL (AS P)",2019-10-03 10:30:00,"7723-14-0","T",0.162,"mg/l",0.018,"mg/l",0.025,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","Silver",2019-10-03 10:30:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","TURBIDITY",2019-10-03 10:30:00,"TURB","T",4.34,"ntu",0.06,"ntu",0.1,"","R","estimated value due to Equipment Blank error ; Precision error",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF-1.4","10-HALF-1.4-10032019-W","Zinc",2019-10-03 10:30:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-07-01 11:30:00,"ALK","T",159,"mg/l",1.8,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","Aluminum",2019-07-01 11:30:00,"7429-90-5","T",308,"ug/l",2.3,"ug/l",10,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","Arsenic",2019-07-01 11:30:00,"7440-38-2","T",0.84,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","Cadmium",2019-07-01 11:30:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","Calcium",2019-07-01 11:30:00,"7440-70-2","T",51400,"ug/l",110,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","CHLORIDE (AS CL)",2019-07-01 11:30:00,"16887-00-6","T",48.7,"mg/l",0.5,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","Chlorophyll A",2019-07-01 11:30:00,"479-61-8","T",1.62,"ug/l",NA,"ug/l",0.083,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","Copper",2019-07-01 11:30:00,"7440-50-8","T",1.4,"ug/l",0.66,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","HARDNESS (AS CACO3)",2019-07-01 11:30:00,"HARD","T",189,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","Iron",2019-07-01 11:30:00,"7439-89-6","T",558,"ug/l",13,"ug/l",100,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","Lead",2019-07-01 11:30:00,"7439-92-1","T",NA,"ug/l",0.57,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","Magnesium",2019-07-01 11:30:00,"7439-95-4","T",14800,"ug/l",68,"ug/l",1000,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","Nickel",2019-07-01 11:30:00,"7440-02-0","T",1.6,"ug/l",0.26,"ug/l",1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","Nitrate+Nitrite as Nitrogen",2019-07-01 11:30:00,"NO3NO2N","T",0.401,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","Nitrogen",2019-07-01 11:30:00,"KN","T",0.4,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","Nitrogen, ammonia (As N)",2019-07-01 11:30:00,"7664-41-7","T",0.0109,"mg/l",0.0036,"mg/l",0.005,"","R","Precision error",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","NITROGEN, KJELDAHL, TOTAL",2019-07-01 11:30:00,"KN","T",0.43,"mg/l",0.1,"mg/l",0.1,"","T","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","NITROGEN, NITRATE (AS N)",2019-07-01 11:30:00,"14797-55-8","T",0.401,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","NITROGEN, NITRITE",2019-07-01 11:30:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","R","Analyte was analyzed for but not detected ; Holding Time error",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","PHOSPHORUS, TOTAL (AS P)",2019-07-01 11:30:00,"7723-14-0","T",0.0535,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","Silver",2019-07-01 11:30:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","TURBIDITY",2019-07-01 11:30:00,"TURB","T",12.7,"ntu",0.06,"ntu",0.1,"","R","estimated value due to Equipment Blank error ; Holding Time error",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-07012019-W","Zinc",2019-07-01 11:30:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"UN","R","lab error",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-08052019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-08-05 10:20:00,"ALK","T",181,"mg/l",1.8,"mg/l",2,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-08052019-W","Aluminum",2019-08-05 10:20:00,"7429-90-5","T",104,"ug/l",2.3,"ug/l",10,"","A","",2020-02-18
"Chlorophyll pull 2020-02-18","10-HALF_T1-0.1","10-HALF_T1-0.1-08052019-W","Arsenic",2019-08-05 10:20:00,"7440-38-2","T",1.4,"ug/l",0.32,"ug/l",1,"","A","",2020-02-18
