"Project_name","SiteID","sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date"
"RIBS Screening 2019","09-REGI-64.0","09-REG1-64.0-09122019-W","Iron",2019-09-12 08:45:00,"7439-89-6","T",1030,"ug/l",13,"ug/l",100,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI-64.0","09-REG1-64.0-09122019-W","Lead",2019-09-12 08:45:00,"7439-92-1","T",NA,"ug/l",0.57,"ug/l",1,"U","R","Analyte was analyzed for but not detected ; Precision error",2020-02-03
"RIBS Screening 2019","09-REGI-64.0","09-REG1-64.0-09122019-W","Magnesium",2019-09-12 08:45:00,"7439-95-4","T",1430,"ug/l",68,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI-64.0","09-REG1-64.0-09122019-W","Nickel",2019-09-12 08:45:00,"7440-02-0","T",NA,"ug/l",0.26,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI-64.0","09-REG1-64.0-09122019-W","Nitrate+Nitrite as Nitrogen",2019-09-12 08:45:00,"NO3NO2N","T",0.0182,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI-64.0","09-REG1-64.0-09122019-W","Nitrogen",2019-09-12 08:45:00,"7727-37-9","T",NA,"mg/l",NA,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI-64.0","09-REG1-64.0-09122019-W","Nitrogen, ammonia (As N)",2019-09-12 08:45:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI-64.0","09-REG1-64.0-09122019-W","NITROGEN, KJELDAHL, TOTAL",2019-09-12 08:45:00,"KN","T",0.4,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI-64.0","09-REG1-64.0-09122019-W","NITROGEN, NITRATE (AS N)",2019-09-12 08:45:00,"14797-55-8","T",0.018,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI-64.0","09-REG1-64.0-09122019-W","NITROGEN, NITRITE",2019-09-12 08:45:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI-64.0","09-REG1-64.0-09122019-W","PHOSPHORUS, TOTAL (AS P)",2019-09-12 08:45:00,"7723-14-0","T",0.0272,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI-64.0","09-REG1-64.0-09122019-W","Silver",2019-09-12 08:45:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI-64.0","09-REG1-64.0-09122019-W","TURBIDITY",2019-09-12 08:45:00,"TURB","T",7.2,"ntu",0.06,"ntu",0.1,"","J","estimated value due to Equipment Blank error",2020-02-03
"RIBS Screening 2019","09-REGI-64.0","09-REG1-64.0-09122019-W","Zinc",2019-09-12 08:45:00,"7440-66-6","T",4.1,"ug/l",2.5,"ug/l",5,"J","R","estimated value due to lab error ; Precision error",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-09-11 12:30:00,"ALK","T",22.2,"mg/l",1.8,"mg/l",2,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","Aluminum",2019-09-11 12:30:00,"7429-90-5","T",95.8,"ug/l",2.3,"ug/l",10,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","Arsenic",2019-09-11 12:30:00,"7440-38-2","T",0.33,"ug/l",0.32,"ug/l",1,"J","J","estimated value due to lab error",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","Cadmium",2019-09-11 12:30:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","Calcium",2019-09-11 12:30:00,"7440-70-2","T",6880,"ug/l",110,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","CHLORIDE (AS CL)",2019-09-11 12:30:00,"16887-00-6","T",5.5,"mg/l",0.5,"mg/l",2,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","Chlorophyll A",2019-09-11 12:30:00,"479-61-8","T",0.484,"ug/l",NA,"ug/l",0.043,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","Copper",2019-09-11 12:30:00,"7440-50-8","T",NA,"ug/l",0.66,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","HARDNESS (AS CACO3)",2019-09-11 12:30:00,"HARD","T",26.9,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","Iron",2019-09-11 12:30:00,"7439-89-6","T",606,"ug/l",13,"ug/l",100,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","Lead",2019-09-11 12:30:00,"7439-92-1","T",NA,"ug/l",0.57,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","Magnesium",2019-09-11 12:30:00,"7439-95-4","T",2360,"ug/l",68,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","Nickel",2019-09-11 12:30:00,"7440-02-0","T",0.3,"ug/l",0.26,"ug/l",1,"J","J","estimated value due to lab error",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","Nitrate+Nitrite as Nitrogen",2019-09-11 12:30:00,"NO3NO2N","T",0.0545,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","Nitrogen",2019-09-11 12:30:00,"7727-37-9","T",NA,"mg/l",NA,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","Nitrogen, ammonia (As N)",2019-09-11 12:30:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","NITROGEN, KJELDAHL, TOTAL",2019-09-11 12:30:00,"KN","T",0.41,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","NITROGEN, NITRATE (AS N)",2019-09-11 12:30:00,"14797-55-8","T",0.054,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","NITROGEN, NITRITE",2019-09-11 12:30:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","PHOSPHORUS, TOTAL (AS P)",2019-09-11 12:30:00,"7723-14-0","T",0.0185,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","Silver",2019-09-11 12:30:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","TURBIDITY",2019-09-11 12:30:00,"TURB","T",2.71,"ntu",0.06,"ntu",0.1,"","T","",2020-02-03
"RIBS Screening 2019","09-REGI-15.8","09-REGI-15.8-09112019-W","Zinc",2019-09-11 12:30:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-09-10 16:00:00,"ALK","T",20,"mg/l",1.8,"mg/l",2,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","Aluminum",2019-09-10 16:00:00,"7429-90-5","T",134,"ug/l",2.3,"ug/l",10,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","Arsenic",2019-09-10 16:00:00,"7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","R","Analyte was analyzed for but not detected ; Precision error",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","Cadmium",2019-09-10 16:00:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","Calcium",2019-09-10 16:00:00,"7440-70-2","T",6250,"ug/l",110,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","CHLORIDE (AS CL)",2019-09-10 16:00:00,"16887-00-6","T",NA,"mg/l",0.5,"mg/l",2,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","Chlorophyll A",2019-09-10 16:00:00,"479-61-8","T",0.358,"ug/l",NA,"ug/l",0.053,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","Copper",2019-09-10 16:00:00,"7440-50-8","T",NA,"ug/l",0.66,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","HARDNESS (AS CACO3)",2019-09-10 16:00:00,"HARD","T",24.3,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","Iron",2019-09-10 16:00:00,"7439-89-6","T",731,"ug/l",13,"ug/l",100,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","Lead",2019-09-10 16:00:00,"7439-92-1","T",NA,"ug/l",0.57,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","Magnesium",2019-09-10 16:00:00,"7439-95-4","T",2120,"ug/l",68,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","Nickel",2019-09-10 16:00:00,"7440-02-0","T",0.32,"ug/l",0.26,"ug/l",1,"J","J","estimated value due to lab error",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","Nitrate+Nitrite as Nitrogen",2019-09-10 16:00:00,"NO3NO2N","T",0.073,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","Nitrogen",2019-09-10 16:00:00,"7727-37-9","T",NA,"mg/l",NA,"mg/l",0.1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","Nitrogen, ammonia (As N)",2019-09-10 16:00:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","NITROGEN, KJELDAHL, TOTAL",2019-09-10 16:00:00,"KN","T",0.48,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","NITROGEN, NITRATE (AS N)",2019-09-10 16:00:00,"14797-55-8","T",0.073,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","NITROGEN, NITRITE",2019-09-10 16:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","PHOSPHORUS, TOTAL (AS P)",2019-09-10 16:00:00,"7723-14-0","T",0.0139,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","Silver",2019-09-10 16:00:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","TURBIDITY",2019-09-10 16:00:00,"TURB","T",2.38,"ntu",0.06,"ntu",0.1,"","R","Equipment Blank error",2020-02-03
"RIBS Screening 2019","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","Zinc",2019-09-10 16:00:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","R","Analyte was analyzed for but not detected ; Precision error",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-09-12 12:00:00,"ALK","T",54,"mg/l",1.8,"mg/l",2,"","A","",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","Aluminum",2019-09-12 12:00:00,"7429-90-5","T",48.2,"ug/l",2.3,"ug/l",10,"","A","",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","Arsenic",2019-09-12 12:00:00,"7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","Cadmium",2019-09-12 12:00:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","Calcium",2019-09-12 12:00:00,"7440-70-2","T",14700,"ug/l",110,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","CHLORIDE (AS CL)",2019-09-12 12:00:00,"16887-00-6","T",8.4,"mg/l",0.5,"mg/l",2,"","A","",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","Chlorophyll A",2019-09-12 12:00:00,"479-61-8","T",0.378,"ug/l",NA,"ug/l",0.039,"","A","",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","Copper",2019-09-12 12:00:00,"7440-50-8","T",NA,"ug/l",0.66,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","HARDNESS (AS CACO3)",2019-09-12 12:00:00,"HARD","T",55.3,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","Iron",2019-09-12 12:00:00,"7439-89-6","T",241,"ug/l",13,"ug/l",100,"","A","",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","Lead",2019-09-12 12:00:00,"7439-92-1","T",NA,"ug/l",0.57,"ug/l",1,"U","R","Analyte was analyzed for but not detected ; Precision error",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","Magnesium",2019-09-12 12:00:00,"7439-95-4","T",4530,"ug/l",68,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","Nickel",2019-09-12 12:00:00,"7440-02-0","T",0.26,"ug/l",0.26,"ug/l",1,"J","J","estimated value due to lab error",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","Nitrate+Nitrite as Nitrogen",2019-09-12 12:00:00,"NO3NO2N","T",0.213,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","Nitrogen",2019-09-12 12:00:00,"7727-37-9","T",0.21,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","Nitrogen, ammonia (As N)",2019-09-12 12:00:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","NITROGEN, KJELDAHL, TOTAL",2019-09-12 12:00:00,"KN","T",0.23,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","NITROGEN, NITRATE (AS N)",2019-09-12 12:00:00,"14797-55-8","T",0.213,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","NITROGEN, NITRITE",2019-09-12 12:00:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","PHOSPHORUS, TOTAL (AS P)",2019-09-12 12:00:00,"7723-14-0","T",0.0134,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","Silver",2019-09-12 12:00:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","TURBIDITY",2019-09-12 12:00:00,"TURB","T",2.6,"ntu",0.06,"ntu",0.1,"","R","Equipment Blank error",2020-02-03
"RIBS Screening 2019","09-RORC-0.1","09-RORC-0.1-09122019-W","Zinc",2019-09-12 12:00:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","R","Analyte was analyzed for but not detected ; Precision error",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-09-11 09:30:00,"ALK","T",55,"mg/l",1.8,"mg/l",2,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","Aluminum",2019-09-11 09:30:00,"7429-90-5","T",118,"ug/l",2.3,"ug/l",10,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","Arsenic",2019-09-11 09:30:00,"7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","R","Analyte was analyzed for but not detected ; Precision error",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","Cadmium",2019-09-11 09:30:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","Calcium",2019-09-11 09:30:00,"7440-70-2","T",16100,"ug/l",110,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","CHLORIDE (AS CL)",2019-09-11 09:30:00,"16887-00-6","T",11,"mg/l",0.5,"mg/l",2,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","Chlorophyll A",2019-09-11 09:30:00,"479-61-8","T",1.47,"ug/l",NA,"ug/l",0.17,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","Copper",2019-09-11 09:30:00,"7440-50-8","T",NA,"ug/l",0.66,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","HARDNESS (AS CACO3)",2019-09-11 09:30:00,"HARD","T",61.5,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","Iron",2019-09-11 09:30:00,"7439-89-6","T",483,"ug/l",13,"ug/l",100,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","Lead",2019-09-11 09:30:00,"7439-92-1","T",NA,"ug/l",0.57,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","Magnesium",2019-09-11 09:30:00,"7439-95-4","T",5140,"ug/l",68,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","Nickel",2019-09-11 09:30:00,"7440-02-0","T",0.42,"ug/l",0.26,"ug/l",1,"J","J","estimated value due to lab error",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","Nitrate+Nitrite as Nitrogen",2019-09-11 09:30:00,"NO3NO2N","T",0.254,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","Nitrogen",2019-09-11 09:30:00,"7727-37-9","T",0.25,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","Nitrogen, ammonia (As N)",2019-09-11 09:30:00,"7664-41-7","T",NA,"mg/l",0.003,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","NITROGEN, KJELDAHL, TOTAL",2019-09-11 09:30:00,"KN","T",0.26,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","NITROGEN, NITRATE (AS N)",2019-09-11 09:30:00,"14797-55-8","T",0.254,"mg/l",NA,"mg/l",0.01,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","NITROGEN, NITRITE",2019-09-11 09:30:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","PHOSPHORUS, TOTAL (AS P)",2019-09-11 09:30:00,"7723-14-0","T",0.0375,"mg/l",0.0036,"mg/l",0.005,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","Silver",2019-09-11 09:30:00,"7440-22-4","T",NA,"ug/l",0.15,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","TURBIDITY",2019-09-11 09:30:00,"TURB","T",5.39,"ntu",0.06,"ntu",0.1,"","J","estimated value due to Equipment Blank error",2020-02-03
"RIBS Screening 2019","09-SAL9-1.1","09-SAL9-1.1-09112019-W","Zinc",2019-09-11 09:30:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","R","Analyte was analyzed for but not detected ; Precision error",2020-02-03
"RIBS Screening 2019","09-SAL9-12.1","09-SAL9-12.1-09122019-W","ALKALINITY, TOTAL (AS CaCO3)",2019-09-12 08:00:00,"ALK","T",52.5,"mg/l",1.8,"mg/l",2,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-12.1","09-SAL9-12.1-09122019-W","Aluminum",2019-09-12 08:00:00,"7429-90-5","T",67.7,"ug/l",2.3,"ug/l",10,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-12.1","09-SAL9-12.1-09122019-W","Arsenic",2019-09-12 08:00:00,"7440-38-2","T",NA,"ug/l",0.32,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-SAL9-12.1","09-SAL9-12.1-09122019-W","Cadmium",2019-09-12 08:00:00,"7440-43-9","T",NA,"ug/l",0.38,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-SAL9-12.1","09-SAL9-12.1-09122019-W","Calcium",2019-09-12 08:00:00,"7440-70-2","T",14800,"ug/l",110,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-12.1","09-SAL9-12.1-09122019-W","CHLORIDE (AS CL)",2019-09-12 08:00:00,"16887-00-6","T",10.7,"mg/l",0.5,"mg/l",2,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-12.1","09-SAL9-12.1-09122019-W","Chlorophyll A",2019-09-12 08:00:00,"479-61-8","T",4.43,"ug/l",NA,"ug/l",0.15,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-12.1","09-SAL9-12.1-09122019-W","Copper",2019-09-12 08:00:00,"7440-50-8","T",NA,"ug/l",0.66,"ug/l",1,"U","U","Analyte was analyzed for but not detected",2020-02-03
"RIBS Screening 2019","09-SAL9-12.1","09-SAL9-12.1-09122019-W","HARDNESS (AS CACO3)",2019-09-12 08:00:00,"HARD","T",56.3,"mg/l",NA,"mg/l",6.62,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-12.1","09-SAL9-12.1-09122019-W","Iron",2019-09-12 08:00:00,"7439-89-6","T",414,"ug/l",13,"ug/l",100,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-12.1","09-SAL9-12.1-09122019-W","Lead",2019-09-12 08:00:00,"7439-92-1","T",0.66,"ug/l",0.57,"ug/l",1,"J","R","estimated value due to lab error ; Precision error",2020-02-03
"RIBS Screening 2019","09-SAL9-12.1","09-SAL9-12.1-09122019-W","Magnesium",2019-09-12 08:00:00,"7439-95-4","T",4730,"ug/l",68,"ug/l",1000,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-12.1","09-SAL9-12.1-09122019-W","Nickel",2019-09-12 08:00:00,"7440-02-0","T",0.53,"ug/l",0.26,"ug/l",1,"J","J","estimated value due to lab error",2020-02-03
"RIBS Screening 2019","09-SAL9-12.1","09-SAL9-12.1-09122019-W","Nitrate+Nitrite as Nitrogen",2019-09-12 08:00:00,"NO3NO2N","T",0.435,"mg/l",0.0015,"mg/l",0.002,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-12.1","09-SAL9-12.1-09122019-W","Nitrogen",2019-09-12 08:00:00,"7727-37-9","T",0.44,"mg/l",NA,"mg/l",0.1,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-12.1","09-SAL9-12.1-09122019-W","Nitrogen, ammonia (As N)",2019-09-12 08:00:00,"7664-41-7","T",0.021,"mg/l",0.003,"mg/l",0.01,"","A","",2020-02-03
"RIBS Screening 2019","09-SAL9-12.1","09-SAL9-12.1-09122019-W","NITROGEN, KJELDAHL, TOTAL",2019-09-12 08:00:00,"KN","T",0.28,"mg/l",0.1,"mg/l",0.1,"","A","",2020-02-03
