"EVENT_ID","SITE_ID","COLL_DATE","CREW","TEMP","PERCENT_SAT","DO","COND","SALINITY","PH","Chl_ugL","Chl_RFU","PC_ugL","PC_RFU","WATER_CHEM_COLLECT","CHEM_SAMP_LOC","EQUIP_USED","LANDUSE","W_DEPTH","W_WIDTH","CUR_SPD","CANOPY","ALGAE_D","ALGAE_S","ALGAE_FIL","BOTTOM_TYPE","DOM_SUBSTRATE","Project_name","SiteID","sys_sample_code","SDG","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers","qaqc_date","sample_date2","Project"
"04-WCOY-0.7_2019-07-24","04-WCOY-0.7",2019-07-24,"Conine,Lemley","19.4","109.3","10.06","404.6","0.19","8.54",1.61,"0.4","0.2","0.18","X","Waded","Bottle","Agriculture","1","18","60","30","0","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-WCOY-0.7","04-WCOY-0.7-07242019-W","R1906883","Chlorophyll A",2019-07-24 12:30:00,"479-61-8","T",1.86,"ug/l",NA,"ug/l",0.16,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-UGNS-97.8_2019-07-24","04-UGNS-97.8",2019-07-24,"Conine,Lemley","21.7","104.8","9.23","199.1","0.09","8.12",1.61,"0.39","0.13","0.12","X","Waded","Bottle","Forest","0.4","80","100","10","40","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-UGNS-97.8","04-UGNS-97.8-07242019-W","R1906883","Chlorophyll A",2019-07-24 13:15:00,"479-61-8","T",1.27,"ug/l",NA,"ug/l",0.061,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-EKOY-2.2_2019-07-24","04-EKOY-2.2",2019-07-24,"Conine,Lemley","17.2","108.2","10.39","469.5","0.23","8.41",1.88,"0.46","0.37","0.35","X","Waded","Bottle","Residential","0.5","9","67","20","50","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-EKOY-2.2","04-EKOY-2.2-07242019-W","R1906883","Chlorophyll A",2019-07-24 11:30:00,"479-61-8","T",3.46,"ug/l",NA,"ug/l",0.081,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-WOLF-0.2_2019-07-24","04-WOLF-0.2",2019-07-24,"Conine,Lemley","16.8","97.7","9.47","687","0.34","8.47",2.32,"0.57","0.46","0.44","X","Waded","Bottle","Forest","0.3","6","50","70","10","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-WOLF-0.2","04-WOLF-0.2-07242019-W","R1906883","Chlorophyll A",2019-07-24 10:30:00,"479-61-8","T",1.17,"ug/l",NA,"ug/l",0.079,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-SILO-3.6_2019-07-24","04-SILO-3.6",2019-07-24,"Conine,Lemley","18.7","95.9","8.94","441.3","0.21","8.26",2.11,"0.51","0.38","0.36","X","Waded","Bottle","Forest","0.5","4","50","50","30","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-SILO-3.6","04-SILO-3.6-07242019-W","R1906883","Chlorophyll A",2019-07-24 09:00:00,"479-61-8","T",1.09,"ug/l",NA,"ug/l",0.084,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-KNIT-0.3_2019-07-25","04-KNIT-0.3",2019-07-25,"Rizzo,Stoll","16.4","107.3","10.49","225.5","0.11","8.02",1.1,"0.3","0.06","0.1","X","Waded","Bottle","Residential","0.1","4","30","30","20","N","N",NA,NA,"Chlorophyll pull 2020-02-25","04-KNIT-0.3","04-KNIT-0.3-072519-W","R1907037","Chlorophyll A",2019-07-25 09:00:00,"479-61-8","T",0.952,"ug/l",NA,"ug/l",0.043,NA,"A",NA,2020-02-25,2019-07-25,"Screening - Genesee"
"04-WMRSG-0.2_2019-07-25","04-WMRSG-0.2",2019-07-25,"Conine,Lemley","19.5","81.8","7.52","129","0.6","7.24",1.63,"0.4","0.39","0.35","X","Waded","Bottle","Forest","0.5","6","10","10","20","N","N","Soft","Silt","Chlorophyll pull 2020-02-25","04-WMRSG-0.2","04-WMRSG-0.2-072519-W","R1907038","Chlorophyll A",2019-07-25 10:45:00,"479-61-8","T",1,"ug/l",NA,"ug/l",0.081,NA,"A",NA,2020-02-25,2019-07-25,"Screening - Genesee"
"04-UGNS-146.5_2019-07-25","04-UGNS-146.5",2019-07-25,"Conine,Lemley","18.4","104.5","9.81","148.2","0.07","7.79",1.65,"0.4","0.45","0.41","X","Waded","Bottle","Agriculture","0.75","80","100","10","40","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-UGNS-146.5","04-UGNS-146.5-072519-W","R1907038","Chlorophyll A",2019-07-25 11:45:00,"479-61-8","T",2.08,"ug/l",NA,"ug/l",0.08,NA,"A",NA,2020-02-25,2019-07-25,"Screening - Genesee"
"04-VCAM-0.4_2019-07-25","04-VCAM-0.4",2019-07-25,"Rizzo,Stoll","19.7","113","10.33","257.9","0.12","8.31",0.96,"0.26","0","0.05","X","Waded","Bottle","Residential","0.25","10","30","40","20","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-VCAM-0.4","04-VCAM-0.4-072519-W","R1907037","Chlorophyll A",2019-07-25 11:00:00,"479-61-8","T",1.07,"ug/l",NA,"ug/l",0.041,NA,"A",NA,2020-02-25,2019-07-25,"Screening - Genesee"
"04-PLBO-3.3_2019-07-25","04-PLBO-3.3",2019-07-25,"Rizzo,Stoll","16.1","102","10.05","84.7","0.04","7.93",1,"0.27","0.05","0.1","X","Waded","Bottle","Residential","0.25","2","30","80","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","04-PLBO-3.3","04-PLBO-3.3-072519-W","R1907037","Chlorophyll A",2019-07-25 10:00:00,"479-61-8","T",0.688,"ug/l",NA,"ug/l",0.039,NA,"A",NA,2020-02-25,2019-07-25,"Screening - Genesee"
"04-MARH_T13-1.9_2019-07-25","04-MARH_T13-1.9",2019-07-25,"Nichols,Heitzman","14.2","87.1","8.9","96.6","0.05","7.36",1.92,"0.34","0.19","0.23","X","Waded","Bottle","Forest","0.1","1","40","100","30","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-MARH_T13-1.9","04-MARH_T13-1.9-072519-W","R1907039","Chlorophyll A",2019-07-25 10:45:00,"479-61-8","T",0.785,"ug/l",NA,"ug/l",0.042,NA,"A",NA,2020-02-25,2019-07-25,"Screening - Genesee"
"04-NUND_T4-1.4_2019-07-25","04-NUND_T4-1.4",2019-07-25,"Heitzman,Nichols","14.6","86.9","8.83","157.7","0.07","7.29",0.12,"0.13","0.09","0","X","Waded","Bottle","Forest","0.1","1.5","30","100","40","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-NUND_T4-1.4","04-NUND_T4-1.4-072519-W","R1907039","Chlorophyll A",2019-07-25 10:00:00,"479-61-8","T",0.429,"ug/l",NA,"ug/l",0.042,NA,"A",NA,2020-02-25,2019-07-25,"Screening - Genesee"
"04-UGNS_T186-0.1_2019-07-25","04-UGNS_T186-0.1",2019-07-25,"Nichols,Heitzman","18.5","88.4","8.27","168.4","0.08","7.41",2.14,"0.61","0.11","0.19","X","Waded","Bottle","Forest","0.4","20","5","40","40","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-UGNS_T186-0.1","04-UGNS_T186-0.1-072519-W","R1907039","Chlorophyll A",2019-07-25 09:00:00,"479-61-8","T",1.9,"ug/l",NA,"ug/l",0.17,NA,"A",NA,2020-02-25,2019-07-25,"Screening - Genesee"
"04-VANM-8.2_2019-07-25","04-VANM-8.2",2019-07-25,"Heitzman,Nichols","14.3","87.6","8.96","131.4","0.06","7.62",0.12,"0.09","0","0.02","X","Waded","Bottle","Agriculture","0.2","3","65","90","100","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-VANM-8.2","04-VANM-8.2-072519-W","R1907039","Chlorophyll A",2019-07-25 08:00:00,"479-61-8","T",0.669,"ug/l",NA,"ug/l",0.04,NA,"A",NA,2020-02-25,2019-07-25,"Screening - Genesee"
"04-DUNN-0.1_2019-07-24","04-DUNN-0.1",2019-07-24,"Heitzman,Nichols","17.6","97.6","9.27","636","0.31","8.23",0.98,"0.26","0","0.01","X","Waded","Bottle","Forest","0.2","5","70","90","50","X","X",NA,NA,"Chlorophyll pull 2020-02-25","04-DUNN-0.1","04-DUNN-0.1-07242019-W","R1906884","Chlorophyll A",2019-07-24 16:00:00,"479-61-8","T",3.12,"ug/l",NA,"ug/l",0.086,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-BADN-8.7_2019-07-24","04-BADN-8.7",2019-07-24,"Heitzman,Nichols","18","100.1","9.46","487.2","0.24","8.52",0.45,"0.11","0.01","0.03","X","Waded","Bottle","Residential","0.2","8","72",NA,"100","N","X",NA,NA,"Chlorophyll pull 2020-02-25","04-BADN-8.7","04-BADN-8.7-07242019-W","R1906884","Chlorophyll A",2019-07-24 14:45:00,"479-61-8","T",0.779,"ug/l",NA,"ug/l",0.049,NA,"A",NA,2020-02-25,2019-07-24,"Screening - Genesee"
"04-ANGL-1.1_2019-07-25","04-ANGL-1.1",2019-07-25,"Rizzo,Stoll","21.4","115","10.17","212.3","0.1","8.17",3.5,"0.9","0.74","0.78","X","Waded","Bottle","Residential","0.1","10","40","10","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","04-ANGL-1.1","04-ANGL-1.1-072519-W","R1907037","Chlorophyll A",2019-07-25 12:30:00,"479-61-8","T",2.37,"ug/l",NA,"ug/l",0.16,NA,"A",NA,2020-02-25,2019-07-25,"Screening - Genesee"
"13-PATS-0.5_2019-07-09","13-PATS-0.5",2019-07-09,"Duffy,Lemley,Rizzo,Schnore","20.2","98.6","8.9","1278","0.64","8.07",5.49,"1.34","0.23","0.18","X","Waded","Bottle","Commercial","0.3","8","60","60","30","N","X",NA,NA,"Chlorophyll pull 2020-02-25","13-PATS-0.5","13-PATS-0.5-07092019-W","R1906403","Chlorophyll A",2019-07-09 09:15:00,"479-61-8","T",8.27,"ug/l",NA,"ug/l",0.5,NA,"A",NA,2020-02-25,2019-07-09,"Patroons Cr RAS"
"13-PATS-1.3_2019-07-09","13-PATS-1.3",2019-07-09,"Duffy,Lemley,Rizzo,Schnore","21.5","96.6","8.49","1259","0.63","7.96",3.4,"0.86","0.09","0.03","X","Waded","Bottle","Commercial","0.25","6","50","90","10","N","X",NA,NA,"Chlorophyll pull 2020-02-25","13-PATS-1.3","13-PATS-1.3-07092019-W","R1906403","Chlorophyll A",2019-07-09 10:45:00,"479-61-8","T",12.1,"ug/l",NA,"ug/l",0.55,NA,"A",NA,2020-02-25,2019-07-09,"Patroons Cr RAS"
"13-PATS-1.8_2019-07-09","13-PATS-1.8",2019-07-09,"Duffy,Rizzo,Schnore,Lemley","19.7","99","9.02","1336","0.67","7.95",1.85,"0.43","0.03","0.03","X","Waded",NA,"Industrial","0.3","3","90","80","100","N","X",NA,NA,"Chlorophyll pull 2020-02-25","13-PATS-1.8","13-PATS-1.8-07092019-W","R1906403","Chlorophyll A",2019-07-09 12:00:00,"479-61-8","T",2.08,"ug/l",NA,"ug/l",0.18,NA,"A",NA,2020-02-25,2019-07-09,"Patroons Cr RAS"
"09-REGI_W-2.7_2019-09-10","09-REGI_W-2.7",2019-09-10,"Conine,Stoll","16.7","105.3","10.25","51.8","0.02","7.29",6.7,"1.6","0.03","0.03","X","Waded","Bottle","Wetland","0.1","15","80","30","30","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-REGI_W-2.7","09-REGI_W-2.7-09102019-W","R1908761","Chlorophyll A",2019-09-10 16:00:00,"479-61-8","T",0.358,"ug/l",NA,"ug/l",0.053,NA,"A",NA,2020-02-25,2019-09-10,"Screening - St. Lawrence"
"09-RAQU-89.9_2019-09-10","09-RAQU-89.9",2019-09-10,"Conine,Stoll","17.9","91","8.64","40","0.02","6.73",2.2,"0.49","0","0","X","Waded","Bottle","Forest","1","15","150","20","10","N","X",NA,NA,"Chlorophyll pull 2020-02-25","09-RAQU-89.9","09-RAQU-89.9-09102019-W","R1908761","Chlorophyll A",2019-09-10 11:15:00,"479-61-8","T",1.15,"ug/l",NA,"ug/l",0.042,NA,"A",NA,2020-02-25,2019-09-10,"Screening - St. Lawrence"
"09-LTTL-13.2_2019-09-10","09-LTTL-13.2",2019-09-10,"Conine,Stoll","17.5","74","6.63","389.6","0.19","6.14",4.3,"1","0.22","0.22","X","Waded","Bottle","Forest","1.75","4","20","40","0","N","N","Very_Soft","Silt","Chlorophyll pull 2020-02-25","09-LTTL-13.2","09-LTTL-13.2-09102019-W","R1908761","Chlorophyll A",2019-09-10 13:45:00,"479-61-8","T",0.36,"ug/l",NA,"ug/l",0.08,NA,"A",NA,2020-02-25,2019-09-10,"Screening - St. Lawrence"
"09-GRAS_S-27.3_2019-09-10","09-GRAS_S-27.3",2019-09-10,"Conine,Stoll","15.7","97.7","9.7","50.7","0.02","7.02",15.5,"4.7","0.53","0.63","X","Waded","Bottle","Forest","1","20","75","10","20","N","X",NA,NA,"Chlorophyll pull 2020-02-25","09-GRAS_S-27.3","09-GRAS_S-27.3-09102019-W","R1908761","Chlorophyll A",2019-09-10 12:30:00,"479-61-8","T",0.337,"ug/l",NA,"ug/l",0.053,NA,"A",NA,2020-02-25,2019-09-10,"Screening - St. Lawrence"
"09-AMPR-2.6_2019-09-10","09-AMPR-2.6",2019-09-10,"Lemley,Vanvessum","14.7","97.7","9.9","33.8","0.01","7.42",1.27,"0.37","0.3","0.34","X","Waded","Bottle","Forest","0.5","7","45","40","90","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-AMPR-2.6","09-AMPR-2.6-09102019-W","R1908762","Chlorophyll A",2019-09-10 15:15:00,"479-61-8","T",0.449,"ug/l",NA,"ug/l",0.042,NA,"A",NA,2020-02-25,2019-09-10,"Screening - St. Lawrence"
"09-RAQU-105.0_2019-09-10","09-RAQU-105.0",2019-09-10,"Lemley,Vanvessum","17.1","95","9.17","39","0.02","7.33",2.97,"0.81","0.29","0.34","X","Waded","Bottle","Forest","-9999","30","40","20","0","N","N","Soft","Silt","Chlorophyll pull 2020-02-25","09-RAQU-105.0","09-RAQU-105.0-09102019-W","R1908762","Chlorophyll A",2019-09-10 14:20:00,"479-61-8","T",16.1,"ug/l",NA,"ug/l",0.8,NA,"A",NA,2020-02-25,2019-09-10,"Screening - St. Lawrence"
"09-BIBK-5.4_2019-09-10","09-BIBK-5.4",2019-09-10,"Lemley,Vanvessum","15.8","92.4","9.16","46.1","0.02","7.03",2.42,"0.68","0.33","0.35","X","Waded","Bottle","Forest","1","10","10","0","50","N","X","Hard","Sand","Chlorophyll pull 2020-02-25","09-BIBK-5.4","09-BIBK-5.4-09102019-W","R1908762","Chlorophyll A",2019-09-10 13:15:00,"479-61-8","T",0.29,"ug/l",NA,"ug/l",0.053,NA,"A",NA,2020-02-25,2019-09-10,"Screening - St. Lawrence"
"09-MUPO-0.8_2019-09-10","09-MUPO-0.8",2019-09-10,"Lemley,Vanvessum","14.7","97.2","9.88","29","0.01","7.14",1.72,"0.52","0.27","0.34","X","Waded","Bottle","Forest","0.2","8","40","50","50","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-MUPO-0.8","09-MUPO-0.8-09102019-W","R1908762","Chlorophyll A",2019-09-10 12:30:00,"479-61-8","T",0.478,"ug/l",NA,"ug/l",0.04,NA,"A",NA,2020-02-25,2019-09-10,"Screening - St. Lawrence"
"09-MARA-4.5_2019-09-10","09-MARA-4.5",2019-09-10,"Vanvessum,Lemley","15.4","72","7.19","80.9","0.04","6.72",3.92,"1.05","0.43","0.48","X","Waded","Bottle","Forest","1","15","5","0",NA,"N","N","Soft","Silt","Chlorophyll pull 2020-02-25","09-MARA-4.5","09-MARA-4.5-09102019-W","R1908762","Chlorophyll A",2019-09-10 11:30:00,"479-61-8","T",1.75,"ug/l",NA,"ug/l",0.16,NA,"A",NA,2020-02-25,2019-09-10,"Screening - St. Lawrence"
"09-RAQU-44.0_2019-09-11","09-RAQU-44.0",2019-09-11,"Lemley,Vanvessum","19.3","97.4","8.98","45.8","0.02","7.36",1.66,"0.48","0.12","0.17","X","Waded","Bottle","Forest","2","22","60","10","70","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-RAQU-44.0","09-RAQU-44.0-09112019-W","R1908762","Chlorophyll A",2019-09-11 08:15:00,"479-61-8","T",0.846,"ug/l",NA,"ug/l",0.04,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-OMAL-0.3_2019-09-11","09-OMAL-0.3",2019-09-11,"Lemley,Vanvessum","15.6","93.8","9.34","164.1","0.08","7.72",1.85,"0.51","0.28","0.33","X","Waded","Bottle","Forest","0.2","4","45","70","30","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-OMAL-0.3","09-OMAL-0.3-09112019-W","R1908762","Chlorophyll A",2019-09-11 08:45:00,"479-61-8","T",0.407,"ug/l",NA,"ug/l",0.041,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-PLMB-12.4_2019-09-11","09-PLMB-12.4",2019-09-11,"Vanvessum,Lemley","15.8","81.2","8.06","51.1","0.02","6.64",1.61,"0.45","0.26","0.31","X","Waded","Bottle","Forest","1","6","20","50","20","N","N","Soft","Silt","Chlorophyll pull 2020-02-25","09-PLMB-12.4","09-PLMB-12.4-09112019-W","R1908762","Chlorophyll A",2019-09-11 10:00:00,"479-61-8","T",0.379,"ug/l",NA,"ug/l",0.047,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-CLDK-0.1_2019-09-11","09-CLDK-0.1",2019-09-11,"Lemley,Vanvessum","15.1","96.4","9.7","154.2","0.07","7.54",0.74,"0.22","2.09","2.12","X","Waded","Bottle","Forest","0.5","5","100","60","20","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-CLDK-0.1","09-CLDK-0.1-09112019-W","R1908762","Chlorophyll A",2019-09-11 12:20:00,"479-61-8","T",0.285,"ug/l",NA,"ug/l",0.04,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-CLDK-0.8_2019-09-11","09-CLDK-0.8",2019-09-11,"Lemley,Vanvessum","15.4","96.6","9.64","42.9","0.07","7.45",2,"0.56","0.28","0.32","X","Waded","Bottle","Forest","0.5","7","-9999","60","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-CLDK-0.8","09-CLDK-0.8-09112019-W","R1908762","Chlorophyll A",2019-09-11 13:00:00,"479-61-8","T",0.301,"ug/l",NA,"ug/l",0.04,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-SYLV-1.4_2019-09-11","09-SYLV-1.4",2019-09-11,"Duffy,Smith_Z","17.1","51","4.9","422","0.2","7",0.82,"0.21","0.25","0.08","X","Waded","Bottle","Residential","0.2","2","30","80","100","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-SYLV-1.4","09-SYLV-1.4-09112019-W","R1908759","Chlorophyll A",2019-09-11 14:10:00,"479-61-8","T",0.811,"ug/l",NA,"ug/l",0.04,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-TURN-1.5_2019-09-11","09-TURN-1.5",2019-09-11,"Smith_Z,Duffy","16.6","16.1","1.56","1485","0.75","6.91",1.75,"0.46","0.3","0.03","X","Dock","Bottle","Residential","2","4","0.1","0","90","N","X",NA,NA,"Chlorophyll pull 2020-02-25","09-TURN-1.5","09-TURN-1.5-09112019-W","R1908759","Chlorophyll A",2019-09-11 13:30:00,"479-61-8","T",2.17,"ug/l",NA,"ug/l",0.16,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-GTCH-66.3_2019-09-11","09-GTCH-66.3",2019-09-11,"Duffy,Smith_Z","18.8","101","9.44","79","0.04","7.5",0.8,"0.2","0.6","0.04","X","Waded","Bottle","Residential","0.2","40","70","40","100","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-GTCH-66.3","09-GTCH-66.3-09112019-W","R1908759","Chlorophyll A",2019-09-11 12:40:00,"479-61-8","T",0.479,"ug/l",NA,"ug/l",0.038,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-GTCH-60.1_2019-09-11","09-GTCH-60.1",2019-09-11,"Duffy,Smith_Z","18.5","96","9.03","93","0.04","7.34",0.96,"0.25","-0.5","-0.02","X","Waded","Bottle","Agriculture","0.4","50","-9999","30","100",NA,"N",NA,NA,"Chlorophyll pull 2020-02-25","09-GTCH-60.1","09-GTCH-60.1-09112019-W","R1908759","Chlorophyll A",2019-09-11 11:40:00,"479-61-8","T",0.451,"ug/l",NA,"ug/l",0.038,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-WHIK-0.8_2019-09-11","09-WHIK-0.8",2019-09-11,"Duffy,Smith_Z","17.1","78.3","7.54","531","0.26","7.82",1.15,"0.3","1.05","0.11","X","Waded","Bottle","Agriculture","0.3","4","30","10","100","X","X","Hard","Gravel","Chlorophyll pull 2020-02-25","09-WHIK-0.8","09-WHIK-0.8-09112019-W","R1908759","Chlorophyll A",2019-09-11 10:50:00,"479-61-8","T",2.62,"ug/l",NA,"ug/l",0.16,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-FSCR-9.2_2019-09-11","09-FSCR-9.2",2019-09-11,"Duffy,Smith_Z","15.9","33","3.1","250","0.2","6.6",125,"26","107","7.05","X","Waded","Bottle","Agriculture","2","15","1","0","50","X",NA,"Hard","Gravel","Chlorophyll pull 2020-02-25","09-FSCR-9.2","09-FSCR-9.2-09112019-W","R1908759","Chlorophyll A",2019-09-11 09:20:00,"479-61-8","T",5.22,"ug/l",NA,"ug/l",0.15,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-GRAS-47.1_2019-09-11","09-GRAS-47.1",2019-09-11,"Duffy,Smith_Z","17.8","97","9.25","107","0.05","7.15",1.75,"0.5","0.05","0.02","X","Waded","Bottle","Forest","0.5","50","-9999","10","100","N","X",NA,NA,"Chlorophyll pull 2020-02-25","09-GRAS-47.1","09-GRAS-47.1-09112019-W","R1908759","Chlorophyll A",2019-09-11 08:00:00,"479-61-8","T",0.407,"ug/l",NA,"ug/l",0.039,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-JENN-0.4_2019-09-10","09-JENN-0.4",2019-09-10,"Duffy,Smith_Z","16.5","97","9.51","37","0.02","6.63",0.76,"0.19","-0.2","0","X","Waded","Bottle","Residential","0.2","4","-9999","20","100","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-JENN-0.4","09-JENN-0.4-09102019-W","R1908759","Chlorophyll A",2019-09-10 15:40:00,"479-61-8","T",0.208,"ug/l",NA,"ug/l",0.041,NA,"A",NA,2020-02-25,2019-09-10,"Screening - St. Lawrence"
"09-PALC-2.5_2019-09-10","09-PALC-2.5",2019-09-10,"Duffy,Smith_Z","16.1","98.5","9.72","18.1","0.01","5.8",0.46,"0.4","-0.4","0.05","X","Waded","Bottle","Forest","0.2","12","60","10","100","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-PALC-2.5","09-PALC-2.5-09102019-W","R1908759","Chlorophyll A",2019-09-10 14:00:00,"479-61-8","T",0.39,"ug/l",NA,"ug/l",0.16,NA,"A",NA,2020-02-25,2019-09-10,"Screening - St. Lawrence"
"09-GTCH_W-49.1_2019-09-10","09-GTCH_W-49.1",2019-09-10,"Duffy,Smith_Z","15.1","98","9.88","12.2","0","4.98",1.9,"0.5","0","0.03","X","Waded","Bottle","Forest","0.3","15","70","70","100","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-GTCH_W-49.1","09-GTCH_W-49.1-09102019-W","R1908759","Chlorophyll A",2019-09-10 12:30:00,"479-61-8","T",0.48,"ug/l",NA,"ug/l",0.16,NA,"A",NA,2020-02-25,2019-09-10,"Screening - St. Lawrence"
"09-INDN-92.7_2019-09-10","09-INDN-92.7",2019-09-10,"Duffy,Smith_Z","8.9","94","11","55","0.03","6.81",-0.1,"0","0","0.01","X","Waded","Bottle","Forest","0.2","2","60","100","10","N",NA,NA,NA,"Chlorophyll pull 2020-02-25","09-INDN-92.7","09-INDN-92.7-09102019-W","R1908759","Chlorophyll A",2019-09-10 11:20:00,"479-61-8","T",0.23,"ug/l",NA,"ug/l",0.038,NA,"A",NA,2020-02-25,2019-09-10,"Screening - St. Lawrence"
"09-TRSL-12.5_2019-09-11","09-TRSL-12.5",2019-09-11,"Vanvessum,Lemley","17.9","95.4","9.06","280.9","0.13","8.11",1.96,"0.55","0.27","0.31","X","Waded","Bottle","Forest","0.2","3","60","80","30","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-TRSL-12.5","09-TRSL-12.5-09112019-W","R1908762","Chlorophyll A",2019-09-11 15:00:00,"479-61-8","T",0.221,"ug/l",NA,"ug/l",0.043,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-ALDM-0.8_2019-09-11","09-ALDM-0.8",2019-09-11,"Lemley,Vanvessum","18.2","98.1","9.25","119.2","0.06","7.59",1.5,"0.42","0.03","0.08","X","Waded","Bottle","Forest","0.2","6","40","10","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-ALDM-0.8","09-ALDM-0.8-09112019-W","R1908762","Chlorophyll A",2019-09-11 13:45:00,"479-61-8","T",0.676,"ug/l",NA,"ug/l",0.041,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-KING-0.5_2019-09-11","09-KING-0.5",2019-09-11,"Lemley,Vanvessum","19.6","91.3","8.34","269.8","0.13","7.87",6.05,"1.62","0.37","0.42","X","Waded","Bottle","Agriculture","0.01","5","25","80","10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-KING-0.5","09-KING-0.5-09112019-W","R1908762","Chlorophyll A",2019-09-11 16:00:00,"479-61-8","T",5,"ug/l",NA,"ug/l",0.16,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
"09-SEPA-4.3_2019-09-12","09-SEPA-4.3",2019-09-12,"Conine,Stoll","9.9","95.6","10.83","24","0.01","6.95",1.1,"0.23","0.08","0.08","X","Waded","Bottle","Forest","0.2","3","75","90","20","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-SEPA-4.3","09-SEPA-4.3-09122019-W","R1908761","Chlorophyll A",2019-09-12 10:00:00,"479-61-8","T",0.212,"ug/l",NA,"ug/l",0.048,NA,"A",NA,2020-02-25,2019-09-12,"Screening - St. Lawrence"
"09-SDSH-2.7_2019-09-12","09-SDSH-2.7",2019-09-12,"Conine,Stoll","12","96.3","10.38","34.3","0.01","7.37",1.9,"0.43","0.04","0.05","X","Waded","Bottle","Forest","0.1","4","90",NA,"10","N","N",NA,NA,"Chlorophyll pull 2020-02-25","09-SDSH-2.7","09-SDH-2.7-09122019-W","R1908761","Chlorophyll A",2019-09-12 09:20:00,"479-61-8","T",0.223,"ug/l",NA,"ug/l",0.04,NA,"A",NA,2020-02-25,2019-09-12,"Screening - St. Lawrence"
"09-GRAS-23.8_2019-09-11","09-GRAS-23.8",2019-09-11,"Conine,Stoll","20.9","110.4","9.86","91.6","0.04","8.07",3.85,"0.9","0","0","X","Waded","Bottle","Residential","0.75","30","40","0","40","X","X",NA,NA,"Chlorophyll pull 2020-02-25","09-GRAS-23.8","09-GRAS-23.8-09112019-W","R1908761","Chlorophyll A",2019-09-11 16:30:00,"479-61-8","T",0.521,"ug/l",NA,"ug/l",0.041,NA,"A",NA,2020-02-25,2019-09-11,"Screening - St. Lawrence"
